invoice_no;invoice_date;customer_id;gender;age;category;quantity;selling_price_per_unit;cost_price_per_unit;payment_method;region;state;shopping_mall
I286540;11/03/2016 11:53;C224419;Female;25;Clothing;5;1500.4;1425.38;Credit Card;East;New York;Kanyon
I128650;11/03/2016 11:54;C107686;Female;44;Technology;2;2100;1890;Credit Card;West;California;Zorlu Center
I289743;11/03/2016 11:54;C312514;Female;46;Souvenir;4;46.92;35.19;Debit Card;East;New York;Metrocity
I236461;11/03/2016 11:54;C322772;Female;28;Cosmetics;1;40.66;28.462;Credit Card;East;New York;Zorlu Center
I137051;11/03/2016 11:54;C606378;Female;63;Clothing;2;600.16;450.12;Cash;East;New York;Mall of Istanbul
I249366;11/03/2016 11:55;C728363;Male;57;Clothing;2;600.16;450.12;Credit Card;West;California;Kanyon
I160007;11/03/2016 11:55;C422973;Male;19;Clothing;4;1200.32;1140.304;Cash;West;Idaho;Kanyon
I175739;11/03/2016 11:55;C283580;Female;68;Books;5;75.75;56.8125;Debit Card;West;California;Viaport Outlet
I130540;11/03/2016 11:55;C322956;Female;18;Souvenir;4;46.92;35.19;Debit Card;West;California;Viaport Outlet
I603519;11/03/2016 11:56;C228145;Female;56;Toys;5;179.2;143.36;Cash;East;Massachusetts;Viaport Outlet
I219932;11/03/2016 11:56;C163370;Female;21;Souvenir;2;23.46;16.422;Credit Card;East;Massachusetts;Mall of Istanbul
I115333;11/03/2016 11:56;C146618;Male;24;Food & Beverage;1;5.23;3.661;Cash;East;Ohio;Metropol AVM
I144814;11/03/2016 11:56;C146467;Female;61;Technology;5;5250;4725;Credit Card;East;Massachusetts;Metrocity
I248173;11/03/2016 11:57;C209946;Female;31;Shoes;3;1800.51;1620.459;Cash;East;Massachusetts;Mall of Istanbul
I240558;11/03/2016 11:57;C107952;Male;63;Clothing;4;1200.32;1140.304;Cash;East;Delaware;Metropol AVM
I534898;11/03/2016 11:57;C645662;Female;48;Shoes;4;2400.68;2280.646;Debit Card;East;Delaware;Mall of Istanbul
I203822;11/03/2016 11:57;C120546;Male;30;Cosmetics;3;121.98;91.485;Credit Card;East;Delaware;Viaport Outlet
I435669;11/03/2016 11:57;C250416;Female;20;Clothing;1;300.08;225.06;Credit Card;East;Ohio;Viaport Outlet
I333908;11/03/2016 11:58;C249971;Female;24;Technology;3;3150;2677.5;Credit Card;East;Ohio;Mall of Istanbul
I107684;11/03/2016 11:58;C301209;Female;66;Books;3;45.45;31.815;Cash;East;Ohio;Metropol AVM
I248813;11/03/2016 11:58;C175504;Male;65;Toys;1;35.84;25.088;Credit Card;Central;Texas;Zorlu Center
I333747;11/03/2016 11:58;C989203;Female;45;Toys;5;179.2;143.36;Cash;Central;Texas;Zorlu Center
I157248;11/03/2016 11:59;C226696;Male;62;Shoes;3;1800.51;1620.459;Credit Card;East;New York;Istinye Park
I146715;11/03/2016 11:59;C318888;Female;40;Shoes;2;1200.34;1080.306;Debit Card;South;North Carolina;Metropol AVM
I389976;11/03/2016 11:59;C172675;Female;41;Food & Beverage;5;26.15;19.6125;Credit Card;South;North Carolina;Zorlu Center
I177961;11/03/2016 11:59;C255558;Female;20;Clothing;1;300.08;225.06;Cash;East;New York;Istinye Park
I271079;11/03/2016 12:00;C363831;Female;44;Food & Beverage;4;20.92;15.69;Cash;West;California;Mall of Istanbul
I748552;11/03/2016 12:00;C319552;Female;63;Souvenir;4;46.92;35.19;Cash;South;Alabama;Zorlu Center
I329401;11/03/2016 12:00;C442388;Male;34;Food & Beverage;1;5.23;3.661;Cash;East;Ohio;Kanyon
I112186;11/03/2016 12:00;C762187;Female;24;Souvenir;4;46.92;35.19;Credit Card;West;Washington;Viaport Outlet
I261892;11/03/2016 12:00;C287127;Female;63;Clothing;5;1500.4;1425.38;Credit Card;West;Washington;Kanyon
I701430;11/03/2016 12:01;C302567;Male;44;Clothing;3;900.24;675.18;Credit Card;East;New York;Istinye Park
I326398;11/03/2016 12:01;C331547;Female;20;Clothing;2;600.16;450.12;Debit Card;East;New York;Metrocity
I385870;11/03/2016 12:01;C250431;Male;29;Clothing;1;300.08;225.06;Cash;East;New York;Istinye Park
I226646;11/03/2016 12:01;C560006;Female;68;Books;3;45.45;31.815;Cash;East;New York;Kanyon
I138018;11/03/2016 12:02;C859562;Female;68;Toys;4;143.36;114.688;Credit Card;South;Tennessee;Metrocity
I313495;11/03/2016 12:02;C101363;Male;64;Clothing;1;300.08;225.06;Credit Card;West;California;Mall of Istanbul
I390919;11/03/2016 12:02;C146158;Female;28;Clothing;2;600.16;450.12;Credit Card;Central;Iowa;Viaport Outlet
I199989;11/03/2016 12:02;C280102;Male;49;Food & Beverage;2;10.46;7.322;Debit Card;Central;Iowa;Metropol AVM
I168392;11/03/2016 12:03;C158895;Male;25;Clothing;3;900.24;675.18;Cash;Central;Iowa;Istinye Park
I275546;11/03/2016 12:03;C339269;Male;60;Toys;1;35.84;25.088;Cash;Central;Iowa;Metropol AVM
I765727;11/03/2016 12:03;C333309;Female;41;Technology;1;1050;945;Debit Card;West;California;Mall of Istanbul
I148626;11/03/2016 12:03;C257695;Male;64;Clothing;4;1200.32;1140.304;Debit Card;West;California;Mall of Istanbul
I145465;11/03/2016 12:04;C150853;Female;46;Technology;3;3150;2677.5;Credit Card;West;Washington;Metrocity
I256117;11/03/2016 12:04;C267089;Female;59;Clothing;1;300.08;225.06;Cash;West;Washington;Mall of Istanbul
I155746;11/03/2016 12:04;C207516;Female;31;Clothing;2;600.16;450.12;Credit Card;South;Florida;Mall of Istanbul
I281714;11/03/2016 12:04;C182412;Female;64;Food & Beverage;1;5.23;3.661;Debit Card;South;Florida;Metropol AVM
I157677;11/03/2016 12:04;C306887;Female;18;Clothing;3;900.24;675.18;Credit Card;East;Pennsylvania;Kanyon
I195540;11/03/2016 12:05;C131746;Female;22;Cosmetics;1;40.66;28.462;Credit Card;South;Virginia;Metrocity
I214950;11/03/2016 12:05;C168443;Male;24;Clothing;5;1500.4;1425.38;Credit Card;South;Virginia;Viaport Outlet
I280630;11/03/2016 12:05;C142864;Male;56;Food & Beverage;1;5.23;3.661;Credit Card;South;Virginia;Viaport Outlet
I295993;11/03/2016 12:05;C249842;Female;33;Clothing;1;300.08;225.06;Credit Card;East;New York;Kanyon
I524837;11/03/2016 12:06;C203188;Female;38;Cosmetics;3;121.98;91.485;Credit Card;Central;Michigan;Kanyon
I272157;11/03/2016 12:06;C197664;Female;35;Cosmetics;5;203.3;162.64;Cash;West;California;Istinye Park
I581574;11/03/2016 12:06;C592417;Female;52;Toys;4;143.36;114.688;Cash;West;California;Mall of Istanbul
I789975;11/03/2016 12:06;C294226;Female;67;Shoes;3;1800.51;1620.459;Cash;Central;Michigan;Metrocity
I118728;11/03/2016 12:07;C405024;Female;60;Souvenir;1;11.73;8.211;Debit Card;West;California;Kanyon
I307635;11/03/2016 12:07;C946664;Male;69;Shoes;5;3000.85;2700.765;Credit Card;West;California;Zorlu Center
I307355;11/03/2016 12:07;C219469;Female;62;Food & Beverage;5;26.15;19.6125;Debit Card;East;Ohio;Mall of Istanbul
I184726;11/03/2016 12:07;C906967;Male;69;Clothing;3;900.24;675.18;Credit Card;East;Delaware;Istinye Park
I157597;11/03/2016 12:07;C239613;Male;37;Toys;4;143.36;114.688;Cash;South;Georgia;Metrocity
I450819;11/03/2016 12:08;C208011;Male;46;Clothing;5;1500.4;1425.38;Cash;South;Georgia;Mall of Istanbul
I192167;11/03/2016 12:08;C908227;Female;29;Clothing;5;1500.4;1425.38;Debit Card;West;Washington;Kanyon
I172378;11/03/2016 12:08;C684977;Female;37;Food & Beverage;1;5.23;3.661;Cash;East;Massachusetts;Istinye Park
I884876;11/03/2016 12:08;C213158;Female;20;Clothing;5;1500.4;1425.38;Cash;South;Virginia;Metropol AVM
I194513;11/03/2016 12:09;C106874;Female;41;Clothing;5;1500.4;1425.38;Credit Card;West;Idaho;Mall of Istanbul
I173302;11/03/2016 12:09;C170452;Female;46;Clothing;1;300.08;225.06;Debit Card;West;California;Mall of Istanbul
I254037;11/03/2016 12:09;C460742;Male;55;Toys;2;71.68;50.176;Cash;West;California;Zorlu Center
I308922;11/03/2016 12:09;C321163;Female;63;Clothing;4;1200.32;1140.304;Debit Card;West;California;Istinye Park
I262321;11/03/2016 12:10;C227570;Female;48;Food & Beverage;3;15.69;10.983;Credit Card;West;California;Mall of Istanbul
I263023;11/03/2016 12:10;C113935;Female;66;Toys;2;71.68;50.176;Credit Card;East;New York;Istinye Park
I137069;11/03/2016 12:10;C281279;Female;27;Toys;4;143.36;114.688;Credit Card;West;California;Mall of Istanbul
I211635;11/03/2016 12:10;C216381;Male;64;Food & Beverage;2;10.46;7.322;Credit Card;West;Oregon;Kanyon
I163923;11/03/2016 12:11;C447118;Male;18;Clothing;1;300.08;225.06;Cash;West;Oregon;Kanyon
I160256;11/03/2016 12:11;C850688;Female;42;Shoes;5;3000.85;2700.765;Credit Card;West;Oregon;Metrocity
I148124;11/03/2016 12:11;C370708;Female;39;Shoes;2;1200.34;1080.306;Debit Card;West;Oregon;Metrocity
I408840;11/03/2016 12:11;C198061;Female;38;Shoes;5;3000.85;2700.765;Credit Card;West;Oregon;Kanyon
I221688;11/03/2016 12:11;C261028;Male;55;Clothing;2;600.16;450.12;Cash;West;Oregon;Zorlu Center
I533612;11/03/2016 12:12;C193993;Female;34;Cosmetics;3;121.98;91.485;Credit Card;West;Oregon;Istinye Park
I253096;11/03/2016 12:12;C251069;Female;55;Clothing;2;600.16;450.12;Credit Card;West;Colorado;Mall of Istanbul
I478373;11/03/2016 12:12;C600245;Female;55;Cosmetics;3;121.98;91.485;Credit Card;West;Colorado;Viaport Outlet
I289018;11/03/2016 12:12;C300211;Female;19;Clothing;4;1200.32;1140.304;Cash;East;Ohio;Metropol AVM
I273924;11/03/2016 12:13;C187030;Male;40;Toys;1;35.84;25.088;Credit Card;East;Ohio;Mall of Istanbul
I139872;11/03/2016 12:13;C124923;Male;38;Clothing;4;1200.32;1140.304;Credit Card;East;Ohio;Metropol AVM
I239412;11/03/2016 12:13;C103696;Female;67;Clothing;5;1500.4;1425.38;Cash;East;Ohio;Zorlu Center
I183226;11/03/2016 12:13;C150346;Female;49;Clothing;3;900.24;675.18;Credit Card;West;Washington;Istinye Park
I122217;11/03/2016 12:14;C327017;Male;24;Books;5;75.75;56.8125;Cash;West;Washington;Istinye Park
I214296;11/03/2016 12:14;C285604;Female;33;Clothing;5;1500.4;1425.38;Cash;West;Washington;Istinye Park
I696758;11/03/2016 12:14;C381613;Female;45;Books;2;30.3;21.21;Credit Card;West;Idaho;Metrocity
I970197;11/03/2016 12:14;C167083;Female;45;Souvenir;3;35.19;24.633;Credit Card;West;Idaho;Kanyon
I118324;11/03/2016 12:14;C133261;Female;39;Toys;1;35.84;25.088;Cash;Central;Texas;Metrocity
I319490;11/03/2016 12:15;C310488;Female;42;Souvenir;1;11.73;8.211;Cash;Central;Texas;Metropol AVM
I228542;11/03/2016 12:15;C218746;Female;38;Clothing;5;1500.4;1425.38;Cash;West;Washington;Metropol AVM
I413867;11/03/2016 12:15;C157428;Female;51;Souvenir;1;11.73;8.211;Credit Card;West;Washington;Metropol AVM
I103170;11/03/2016 12:15;C126764;Female;54;Technology;3;3150;2677.5;Credit Card;West;Washington;Istinye Park
I122202;11/03/2016 12:16;C218824;Female;32;Toys;2;71.68;50.176;Cash;Central;Illinois;Mall of Istanbul
I781406;11/03/2016 12:16;C285017;Female;45;Toys;3;107.52;80.64;Credit Card;Central;Michigan;Istinye Park
I129899;11/03/2016 12:16;C966342;Female;65;Clothing;2;600.16;450.12;Cash;Central;Michigan;Zorlu Center
I795688;11/03/2016 12:16;C111374;Female;55;Shoes;1;600.17;450.1275;Cash;Central;Iowa;Istinye Park
I114230;11/03/2016 12:17;C334674;Female;34;Shoes;3;1800.51;1620.459;Cash;Central;Iowa;Viaport Outlet
I272475;11/03/2016 12:17;C155993;Male;28;Books;1;15.15;10.605;Cash;South;Georgia;Istinye Park
I572293;11/03/2016 12:17;C255387;Male;20;Cosmetics;1;40.66;28.462;Credit Card;South;Georgia;Zorlu Center
I928579;11/03/2016 12:17;C558593;Female;34;Clothing;4;1200.32;1140.304;Cash;South;Georgia;Kanyon
I312922;11/03/2016 12:18;C907084;Female;52;Clothing;1;300.08;225.06;Credit Card;West;Washington;Istinye Park
I438703;11/03/2016 12:18;C317435;Male;34;Cosmetics;2;81.32;56.924;Credit Card;South;Florida;Zorlu Center
I757908;11/03/2016 12:18;C197404;Female;51;Clothing;3;900.24;675.18;Debit Card;South;Florida;Viaport Outlet
I975571;11/03/2016 12:18;C101290;Male;47;Food & Beverage;3;15.69;10.983;Cash;South;Florida;Istinye Park
I298426;11/03/2016 12:18;C124030;Female;28;Books;2;30.3;21.21;Debit Card;Central;Texas;Kanyon
I196992;11/03/2016 12:19;C184540;Female;34;Shoes;4;2400.68;2280.646;Credit Card;East;Delaware;Zorlu Center
I278260;11/03/2016 12:19;C255697;Male;23;Cosmetics;5;203.3;162.64;Cash;East;Delaware;Kanyon
I174572;11/03/2016 12:19;C108644;Female;38;Souvenir;1;11.73;8.211;Debit Card;East;Delaware;Kanyon
I832038;11/03/2016 12:19;C252956;Male;46;Cosmetics;1;40.66;28.462;Credit Card;East;Delaware;Metrocity
I930854;11/03/2016 12:20;C301432;Female;68;Cosmetics;2;81.32;56.924;Debit Card;East;Delaware;Viaport Outlet
I237404;11/03/2016 12:20;C174456;Female;66;Shoes;4;2400.68;2280.646;Cash;West;California;Metropol AVM
I266485;11/03/2016 12:20;C234509;Female;52;Clothing;4;1200.32;1140.304;Cash;Central;Illinois;Kanyon
I266965;11/03/2016 12:20;C192312;Male;59;Books;4;60.6;45.45;Debit Card;Central;Illinois;Istinye Park
I127233;11/03/2016 12:21;C148736;Female;53;Toys;2;71.68;50.176;Cash;Central;Texas;Metrocity
I258034;11/03/2016 12:21;C643682;Female;32;Clothing;2;600.16;450.12;Credit Card;West;California;Mall of Istanbul
I237133;11/03/2016 12:21;C818745;Female;19;Cosmetics;5;203.3;162.64;Credit Card;East;Ohio;Kanyon
I184132;11/03/2016 12:21;C829018;Female;25;Clothing;2;600.16;450.12;Debit Card;East;Ohio;Metropol AVM
I174825;11/03/2016 12:21;C242765;Female;37;Souvenir;4;46.92;35.19;Credit Card;East;Ohio;Metropol AVM
I270982;11/03/2016 12:22;C255984;Male;41;Cosmetics;1;40.66;28.462;Cash;East;Ohio;Metropol AVM
I616029;11/03/2016 12:22;C105527;Male;34;Clothing;5;1500.4;1425.38;Debit Card;East;Ohio;Metrocity
I330083;11/03/2016 12:22;C133236;Female;67;Cosmetics;5;203.3;162.64;Credit Card;East;Delaware;Metropol AVM
I139139;11/03/2016 12:22;C959087;Female;57;Toys;4;143.36;114.688;Cash;East;New York;Istinye Park
I190561;11/03/2016 12:23;C300917;Male;19;Food & Beverage;2;10.46;7.322;Credit Card;East;New York;Kanyon
I710041;11/03/2016 12:23;C302274;Female;47;Shoes;4;2400.68;2280.646;Cash;East;New York;Viaport Outlet
I334904;11/03/2016 12:23;C405362;Male;36;Clothing;2;600.16;450.12;Debit Card;East;New York;Kanyon
I199198;11/03/2016 12:23;C246825;Male;68;Technology;2;2100;1890;Cash;East;New York;Zorlu Center
I116261;11/03/2016 12:24;C304724;Male;38;Clothing;4;1200.32;1140.304;Cash;East;New York;Zorlu Center
I571573;11/03/2016 12:24;C309375;Male;29;Toys;4;143.36;114.688;Cash;Central;Illinois;Mall of Istanbul
I221495;11/03/2016 12:24;C257168;Male;62;Clothing;4;1200.32;1140.304;Credit Card;East;New York;Istinye Park
I882400;11/03/2016 12:24;C339761;Female;61;Cosmetics;1;40.66;28.462;Debit Card;South;Virginia;Metrocity
I316168;11/03/2016 12:25;C860048;Female;20;Shoes;5;3000.85;2700.765;Credit Card;Central;Michigan;Zorlu Center
I105653;11/03/2016 12:25;C389561;Male;57;Cosmetics;3;121.98;91.485;Credit Card;Central;Michigan;Mall of Istanbul
I262391;11/03/2016 12:25;C615004;Male;56;Clothing;1;300.08;225.06;Debit Card;Central;Michigan;Zorlu Center
I207920;11/03/2016 12:25;C160469;Female;67;Cosmetics;5;203.3;162.64;Cash;Central;Michigan;Kanyon
I592663;11/03/2016 12:25;C113347;Male;40;Clothing;5;1500.4;1425.38;Cash;Central;Indiana;Mall of Istanbul
I150730;11/03/2016 12:26;C271670;Female;40;Technology;4;4200;3780;Cash;West;Oregon;Kanyon
I981246;11/03/2016 12:26;C137658;Male;39;Clothing;1;300.08;225.06;Cash;West;Oregon;Kanyon
I104208;11/03/2016 12:26;C618868;Female;40;Toys;5;179.2;143.36;Debit Card;West;Oregon;Zorlu Center
I232312;11/03/2016 12:26;C970354;Female;69;Toys;1;35.84;25.088;Credit Card;West;California;Zorlu Center
I265443;11/03/2016 12:27;C142679;Female;66;Shoes;1;600.17;450.1275;Cash;Central;Illinois;Kanyon
I169129;11/03/2016 12:27;C123516;Female;22;Toys;2;71.68;50.176;Cash;East;New York;Metrocity
I486190;11/03/2016 12:27;C271357;Male;27;Clothing;3;900.24;675.18;Cash;Central;Texas;Metrocity
I209547;11/03/2016 12:27;C666027;Female;32;Shoes;5;3000.85;2700.765;Cash;Central;Iowa;Kanyon
I288915;11/03/2016 12:28;C329776;Male;54;Food & Beverage;1;5.23;3.661;Cash;Central;Iowa;Viaport Outlet
I555678;11/03/2016 12:28;C121938;Female;64;Clothing;4;1200.32;1140.304;Cash;Central;Iowa;Kanyon
I124814;11/03/2016 12:28;C227912;Male;61;Clothing;4;1200.32;1140.304;Debit Card;Central;Iowa;Istinye Park
I436046;11/03/2016 12:28;C127415;Female;65;Food & Beverage;3;15.69;10.983;Credit Card;Central;Iowa;Mall of Istanbul
I260244;11/03/2016 12:28;C839685;Male;52;Toys;5;179.2;143.36;Debit Card;East;Delaware;Metropol AVM
I244178;11/03/2016 12:29;C238529;Female;60;Cosmetics;1;40.66;28.462;Cash;East;Delaware;Kanyon
I178149;11/03/2016 12:29;C329772;Female;36;Food & Beverage;3;15.69;10.983;Debit Card;East;Delaware;Kanyon
I106391;11/03/2016 12:29;C574426;Female;52;Clothing;3;900.24;675.18;Debit Card;East;New York;Metrocity
I840148;11/03/2016 12:29;C244671;Female;33;Souvenir;5;58.65;43.9875;Credit Card;West;California;Istinye Park
I312338;11/03/2016 12:30;C141845;Male;47;Clothing;4;1200.32;1140.304;Debit Card;West;California;Metrocity
I161288;11/03/2016 12:30;C231508;Female;33;Food & Beverage;5;26.15;19.6125;Credit Card;West;California;Kanyon
I296852;11/03/2016 12:30;C247377;Male;65;Cosmetics;4;162.64;130.112;Debit Card;West;California;Viaport Outlet
I296423;11/03/2016 12:30;C891463;Male;43;Toys;3;107.52;80.64;Credit Card;West;California;Zorlu Center
I305823;11/03/2016 12:31;C195560;Female;40;Technology;3;3150;2677.5;Credit Card;West;California;Metropol AVM
I205987;11/03/2016 12:31;C584072;Female;69;Cosmetics;4;162.64;130.112;Credit Card;West;California;Metrocity
I758718;11/03/2016 12:31;C312570;Female;54;Clothing;3;900.24;675.18;Debit Card;West;California;Mall of Istanbul
I210733;11/03/2016 12:31;C200406;Female;32;Books;1;15.15;10.605;Cash;West;California;Mall of Istanbul
I117318;11/03/2016 12:32;C499352;Female;31;Shoes;2;1200.34;1080.306;Credit Card;West;California;Metropol AVM
I236581;11/03/2016 12:32;C299682;Female;30;Toys;3;107.52;80.64;Credit Card;South;North Carolina;Kanyon
I285107;11/03/2016 12:32;C325229;Female;43;Cosmetics;4;162.64;130.112;Debit Card;South;North Carolina;Metrocity
I267355;11/03/2016 12:32;C138150;Female;48;Food & Beverage;2;10.46;7.322;Cash;South;North Carolina;Istinye Park
I302767;11/03/2016 12:32;C271442;Female;18;Shoes;1;600.17;450.1275;Cash;East;New York;Kanyon
I891436;11/03/2016 12:33;C138081;Male;27;Toys;4;143.36;114.688;Debit Card;Central;Illinois;Mall of Istanbul
I245272;11/03/2016 12:33;C162247;Female;25;Toys;1;35.84;25.088;Cash;West;California;Istinye Park
I136744;11/03/2016 12:33;C112124;Male;62;Clothing;5;1500.4;1425.38;Credit Card;West;California;Istinye Park
I672474;11/03/2016 12:33;C498169;Female;35;Clothing;3;900.24;675.18;Cash;South;Kentucky;Kanyon
I211146;11/03/2016 12:34;C165275;Female;22;Clothing;2;600.16;450.12;Debit Card;South;Virginia;Metropol AVM
I290812;11/03/2016 12:34;C133861;Female;62;Cosmetics;5;203.3;162.64;Debit Card;Central;Texas;Kanyon
I199758;11/03/2016 12:34;C292767;Female;58;Clothing;1;300.08;225.06;Credit Card;Central;Texas;Mall of Istanbul
I197551;11/03/2016 12:34;C279803;Male;36;Souvenir;3;35.19;24.633;Credit Card;South;North Carolina;Kanyon
I218996;11/03/2016 12:35;C249907;Male;50;Souvenir;5;58.65;43.9875;Debit Card;South;Florida;Metrocity
I536205;11/03/2016 12:35;C136669;Female;38;Shoes;5;3000.85;2700.765;Debit Card;West;California;Istinye Park
I235923;11/03/2016 12:35;C416219;Female;35;Clothing;5;1500.4;1425.38;Cash;West;California;Metropol AVM
I232440;11/03/2016 12:35;C105789;Female;62;Shoes;1;600.17;450.1275;Cash;West;California;Metropol AVM
I157359;11/03/2016 12:35;C110626;Male;51;Cosmetics;4;162.64;130.112;Cash;West;California;Istinye Park
I242636;11/03/2016 12:36;C292251;Female;47;Souvenir;1;11.73;8.211;Credit Card;East;New York;Kanyon
I182438;11/03/2016 12:36;C190537;Male;52;Souvenir;3;35.19;24.633;Cash;West;Washington;Kanyon
I146780;11/03/2016 12:36;C195855;Female;25;Cosmetics;5;203.3;162.64;Cash;West;California;Mall of Istanbul
I152770;11/03/2016 12:36;C986082;Female;22;Cosmetics;2;81.32;56.924;Debit Card;Central;Texas;Kanyon
I845767;11/03/2016 12:37;C283060;Male;29;Clothing;4;1200.32;1140.304;Credit Card;Central;Texas;Istinye Park
I294512;11/03/2016 12:37;C319512;Male;19;Clothing;3;900.24;675.18;Cash;East;Massachusetts;Kanyon
I258374;11/03/2016 12:37;C224673;Female;52;Clothing;5;1500.4;1425.38;Credit Card;East;Massachusetts;Kanyon
I803984;11/03/2016 12:37;C286022;Female;46;Food & Beverage;5;26.15;19.6125;Credit Card;West;California;Mall of Istanbul
I107663;11/03/2016 12:38;C520997;Female;62;Clothing;5;1500.4;1425.38;Cash;West;California;Viaport Outlet
I872291;11/03/2016 12:38;C308416;Female;53;Books;1;15.15;10.605;Credit Card;Central;Iowa;Mall of Istanbul
I100843;11/03/2016 12:38;C170564;Female;54;Clothing;4;1200.32;1140.304;Debit Card;Central;Texas;Metropol AVM
I195715;11/03/2016 12:38;C275972;Female;66;Books;5;75.75;56.8125;Cash;West;California;Mall of Istanbul
I330647;11/03/2016 12:39;C439013;Male;55;Souvenir;4;46.92;35.19;Cash;West;California;Zorlu Center
I366874;11/03/2016 12:39;C160152;Female;68;Food & Beverage;1;5.23;3.661;Debit Card;East;New York;Mall of Istanbul
I111678;11/03/2016 12:39;C188458;Female;45;Clothing;2;600.16;450.12;Debit Card;West;California;Metrocity
I112929;11/03/2016 12:39;C127308;Female;64;Books;5;75.75;56.8125;Cash;West;California;Zorlu Center
I219082;11/03/2016 12:39;C275338;Male;68;Clothing;5;1500.4;1425.38;Credit Card;West;California;Metrocity
I195922;11/03/2016 12:40;C182148;Female;62;Clothing;4;1200.32;1140.304;Cash;West;California;Kanyon
I173343;11/03/2016 12:40;C675312;Female;30;Technology;2;2100;1890;Cash;West;California;Kanyon
I290273;11/03/2016 12:40;C270441;Male;42;Clothing;1;300.08;225.06;Credit Card;West;California;Zorlu Center
I228471;11/03/2016 12:40;C328556;Male;40;Clothing;2;600.16;450.12;Cash;West;California;Viaport Outlet
I304941;11/03/2016 12:41;C203021;Female;52;Shoes;3;1800.51;1620.459;Credit Card;West;Oregon;Kanyon
I365469;11/03/2016 12:41;C304529;Female;25;Technology;3;3150;2677.5;Credit Card;West;Oregon;Zorlu Center
I904120;11/03/2016 12:41;C620274;Female;31;Cosmetics;3;121.98;91.485;Credit Card;West;Oregon;Viaport Outlet
I507685;11/03/2016 12:41;C331681;Male;67;Clothing;3;900.24;675.18;Cash;West;Oregon;Metrocity
I210317;11/03/2016 12:42;C300625;Female;67;Clothing;5;1500.4;1425.38;Credit Card;South;Florida;Zorlu Center
I169887;11/03/2016 12:42;C660330;Female;24;Clothing;5;1500.4;1425.38;Cash;South;Florida;Istinye Park
I442997;11/03/2016 12:42;C663202;Female;57;Food & Beverage;2;10.46;7.322;Credit Card;West;California;Metropol AVM
I143778;11/03/2016 12:42;C232522;Female;19;Toys;1;35.84;25.088;Debit Card;West;California;Viaport Outlet
I399536;11/03/2016 12:42;C147628;Male;50;Clothing;2;600.16;450.12;Debit Card;West;California;Metrocity
I295314;11/03/2016 12:43;C105150;Female;40;Clothing;4;1200.32;1140.304;Cash;West;California;Viaport Outlet
I263399;11/03/2016 12:43;C162175;Female;43;Clothing;1;300.08;225.06;Credit Card;West;California;Viaport Outlet
I299674;11/03/2016 12:43;C207585;Female;47;Shoes;2;1200.34;1080.306;Credit Card;East;New York;Viaport Outlet
I318345;11/03/2016 12:43;C243636;Male;63;Clothing;3;900.24;675.18;Cash;East;New York;Zorlu Center
I421961;11/03/2016 12:44;C129694;Female;64;Shoes;2;1200.34;1080.306;Cash;East;New York;Mall of Istanbul
I170532;11/03/2016 12:44;C307598;Female;32;Cosmetics;4;162.64;130.112;Cash;East;New York;Kanyon
I442533;11/03/2016 12:44;C192844;Female;56;Food & Beverage;1;5.23;3.661;Credit Card;Central;Illinois;Viaport Outlet
I185011;11/03/2016 12:44;C178455;Female;67;Cosmetics;4;162.64;130.112;Cash;Central;Texas;Metrocity
I336922;11/03/2016 12:45;C192203;Male;55;Clothing;3;900.24;675.18;Debit Card;Central;Texas;Istinye Park
I236254;11/03/2016 12:45;C364957;Male;39;Clothing;4;1200.32;1140.304;Cash;West;California;Metrocity
I321274;11/03/2016 12:45;C302390;Female;24;Clothing;1;300.08;225.06;Debit Card;East;Ohio;Mall of Istanbul
I178859;11/03/2016 12:45;C139296;Male;45;Clothing;1;300.08;225.06;Debit Card;Central;Texas;Istinye Park
I207093;11/03/2016 12:46;C107403;Female;45;Clothing;1;300.08;225.06;Cash;Central;Texas;Metrocity
I213300;11/03/2016 12:46;C459842;Female;57;Food & Beverage;5;26.15;19.6125;Debit Card;South;Tennessee;Metrocity
I317593;11/03/2016 12:46;C291465;Female;36;Clothing;4;1200.32;1140.304;Cash;South;Tennessee;Metrocity
I912713;11/03/2016 12:46;C141346;Female;51;Clothing;4;1200.32;1140.304;Cash;South;Tennessee;Mall of Istanbul
I100983;11/03/2016 12:46;C203462;Female;67;Clothing;1;300.08;225.06;Credit Card;South;Tennessee;Zorlu Center
I235129;11/03/2016 12:47;C295529;Female;53;Food & Beverage;1;5.23;3.661;Cash;West;California;Mall of Istanbul
I200165;11/03/2016 12:47;C726816;Female;54;Cosmetics;2;81.32;56.924;Debit Card;West;California;Mall of Istanbul
I145991;11/03/2016 12:47;C248398;Female;35;Food & Beverage;1;5.23;3.661;Debit Card;West;California;Istinye Park
I121165;11/03/2016 12:47;C202965;Female;69;Clothing;2;600.16;450.12;Credit Card;East;New York;Mall of Istanbul
I139081;11/03/2016 12:48;C296250;Female;18;Cosmetics;5;203.3;162.64;Credit Card;South;Florida;Zorlu Center
I420941;11/03/2016 12:48;C278434;Male;30;Food & Beverage;2;10.46;7.322;Credit Card;East;New York;Istinye Park
I237510;11/03/2016 12:48;C128211;Female;31;Food & Beverage;4;20.92;15.69;Debit Card;East;New York;Kanyon
I304873;11/03/2016 12:48;C176220;Male;26;Clothing;2;600.16;450.12;Debit Card;East;New York;Istinye Park
